Name,Longitude,Latitude,Elevation (ft),Date,Year,Month,ppt (inches),tmean (degrees F)
"Jackson, Iow",-90.5742,42.1717,820,2011-08,2011,8,3.23,70.9
"Jackson, Iow",-90.5742,42.1717,820,2011-09,2011,9,2.38,59.4
"Jackson, Iow",-90.5742,42.1717,820,2011-10,2011,10,1.57,51.9
"Jackson, Iow",-90.5742,42.1717,820,2011-11,2011,11,3.5,39.5
"Jackson, Iow",-90.5742,42.1717,820,2011-12,2011,12,2.84,29.9
"Jackson, Iow",-90.5742,42.1717,820,2012-01,2012,1,1.09,24.3
"Jackson, Iow",-90.5742,42.1717,820,2012-02,2012,2,1.46,29.2
"Jackson, Iow",-90.5742,42.1717,820,2012-03,2012,3,1.84,50.3
"Jackson, Iow",-90.5742,42.1717,820,2012-04,2012,4,3.07,48.7
"Jackson, Iow",-90.5742,42.1717,820,2012-05,2012,5,1.4,63.6
"Jackson, Iow",-90.5742,42.1717,820,2012-06,2012,6,1.91,69.8
"Jackson, Iow",-90.5742,42.1717,820,2012-07,2012,7,0.75,79
"Jackson, Iow",-90.5742,42.1717,820,2012-08,2012,8,3.02,69.5
"Jackson, Iow",-90.5742,42.1717,820,2012-09,2012,9,1.16,60.5
"Jackson, Iow",-90.5742,42.1717,820,2012-10,2012,10,3.06,48
"Jackson, Iow",-90.5742,42.1717,820,2012-11,2012,11,1.05,37.5
"Jackson, Iow",-90.5742,42.1717,820,2012-12,2012,12,2.27,28.9
"Jackson, Iow",-90.5742,42.1717,820,2013-01,2013,1,2.1,21.5
"Jackson, Iow",-90.5742,42.1717,820,2013-02,2013,2,1.72,21.4
"Jackson, Iow",-90.5742,42.1717,820,2013-03,2013,3,2.67,27.4
"Jackson, Iow",-90.5742,42.1717,820,2013-04,2013,4,8.18,44
"Jackson, Iow",-90.5742,42.1717,820,2013-05,2013,5,5.7,60.3
"Jackson, Iow",-90.5742,42.1717,820,2013-06,2013,6,5.8,68.5
"Jackson, Iow",-90.5742,42.1717,820,2013-07,2013,7,1.7,71
"Jackson, Iow",-90.5742,42.1717,820,2013-08,2013,8,1.53,70.4
"Jackson, Iow",-90.5742,42.1717,820,2013-09,2013,9,2,64.8
"Jackson, Iow",-90.5742,42.1717,820,2013-10,2013,10,3.03,49.7
"Jackson, Iow",-90.5742,42.1717,820,2013-11,2013,11,2.22,33.3
"Jackson, Iow",-90.5742,42.1717,820,2013-12,2013,12,0.99,16.7
"Jackson, Iow",-90.5742,42.1717,820,2014-01,2014,1,0.78,9.9
"Jackson, Iow",-90.5742,42.1717,820,2014-02,2014,2,1.45,9
"Jackson, Iow",-90.5742,42.1717,820,2014-03,2014,3,0.86,26.8
"Jackson, Iow",-90.5742,42.1717,820,2014-04,2014,4,5.52,46.4
"Jackson, Iow",-90.5742,42.1717,820,2014-05,2014,5,3.07,59.2
"Jackson, Iow",-90.5742,42.1717,820,2014-06,2014,6,10.29,70.4
"Jackson, Iow",-90.5742,42.1717,820,2014-07,2014,7,3.96,68.2
"Jackson, Iow",-90.5742,42.1717,820,2014-08,2014,8,2.51,70.7
"Jackson, Iow",-90.5742,42.1717,820,2014-09,2014,9,2.6,61.3
"Jackson, Iow",-90.5742,42.1717,820,2014-10,2014,10,2.71,49.2
"Jackson, Iow",-90.5742,42.1717,820,2014-11,2014,11,1.75,28.8
"Jackson, Iow",-90.5742,42.1717,820,2014-12,2014,12,1.01,28.8
"Jackson, Iow",-90.5742,42.1717,820,2015-01,2015,1,0.54,19
"Jackson, Iow",-90.5742,42.1717,820,2015-02,2015,2,1.18,10.8
"Jackson, Iow",-90.5742,42.1717,820,2015-03,2015,3,0.82,32.4
"Jackson, Iow",-90.5742,42.1717,820,2015-04,2015,4,1.73,49.4
"Jackson, Iow",-90.5742,42.1717,820,2015-05,2015,5,6.74,60.6
"Jackson, Iow",-90.5742,42.1717,820,2015-06,2015,6,8.3,67.8
"Jackson, Iow",-90.5742,42.1717,820,2015-07,2015,7,2.56,70.6
"Jackson, Iow",-90.5742,42.1717,820,2015-08,2015,8,4.64,68.6
"Jackson, Iow",-90.5742,42.1717,820,2015-09,2015,9,4.53,68
"Jackson, Iow",-90.5742,42.1717,820,2015-10,2015,10,2.48,52.4
"Jackson, Iow",-90.5742,42.1717,820,2015-11,2015,11,4.7,41
"Jackson, Iow",-90.5742,42.1717,820,2015-12,2015,12,5.09,35.5
"Jackson, Iow",-90.5742,42.1717,820,2016-01,2016,1,0.39,19.4
"Jackson, Iow",-90.5742,42.1717,820,2016-02,2016,2,0.52,27.5
"Jackson, Iow",-90.5742,42.1717,820,2016-03,2016,3,4.19,40.6
"Jackson, Iow",-90.5742,42.1717,820,2016-04,2016,4,2.62,47.4
"Jackson, Iow",-90.5742,42.1717,820,2016-05,2016,5,3.49,59.1
"Jackson, Iow",-90.5742,42.1717,820,2016-06,2016,6,7.36,70.8
"Jackson, Iow",-90.5742,42.1717,820,2016-07,2016,7,7.03,72.2
"Jackson, Iow",-90.5742,42.1717,820,2016-08,2016,8,5.44,72.6
"Jackson, Iow",-90.5742,42.1717,820,2016-09,2016,9,3.35,67
"Jackson, Iow",-90.5742,42.1717,820,2016-10,2016,10,3.36,55.1
"Jackson, Iow",-90.5742,42.1717,820,2016-11,2016,11,2.57,44.6
"Jackson, Iow",-90.5742,42.1717,820,2016-12,2016,12,1.66,22.3
"Jackson, Iow",-90.5742,42.1717,820,2017-01,2017,1,1.55,24.4
"Jackson, Iow",-90.5742,42.1717,820,2017-02,2017,2,1.23,33.8
"Jackson, Iow",-90.5742,42.1717,820,2017-03,2017,3,3.1,36.7
"Jackson, Iow",-90.5742,42.1717,820,2017-04,2017,4,4.48,50.8
"Jackson, Iow",-90.5742,42.1717,820,2017-05,2017,5,4.43,57.4
"Jackson, Iow",-90.5742,42.1717,820,2017-06,2017,6,6.52,70.2
"Jackson, Iow",-90.5742,42.1717,820,2017-07,2017,7,6.37,72.1
"Jackson, Iow",-90.5742,42.1717,820,2017-08,2017,8,3.36,66.4
"Jackson, Iow",-90.5742,42.1717,820,2017-09,2017,9,0.86,65.2
"Jackson, Iow",-90.5742,42.1717,820,2017-10,2017,10,3.91,53.9
"Jackson, Iow",-90.5742,42.1717,820,2017-11,2017,11,0.88,35.5
"Jackson, Iow",-90.5742,42.1717,820,2017-12,2017,12,0.39,23.7
"Jackson, Iow",-90.5742,42.1717,820,2018-01,2018,1,0.61,18.2
"Jackson, Iow",-90.5742,42.1717,820,2018-02,2018,2,3.37,21.1
"Jackson, Iow",-90.5742,42.1717,820,2018-03,2018,3,2.31,34.2
"Jackson, Iow",-90.5742,42.1717,820,2018-04,2018,4,1.24,38
"Jackson, Iow",-90.5742,42.1717,820,2018-05,2018,5,3.9,66.3
"Jackson, Iow",-90.5742,42.1717,820,2018-06,2018,6,8.1,71.4
"Jackson, Iow",-90.5742,42.1717,820,2018-07,2018,7,3.83,72
"Jackson, Iow",-90.5742,42.1717,820,2018-08,2018,8,8.11,71.5
"Jackson, Iow",-90.5742,42.1717,820,2018-09,2018,9,6.44,65.3
"Jackson, Iow",-90.5742,42.1717,820,2018-10,2018,10,7.53,48.4
"Jackson, Iow",-90.5742,42.1717,820,2018-11,2018,11,2.15,31.1
"Jackson, Iow",-90.5742,42.1717,820,2018-12,2018,12,1.91,29.4
"Jackson, Iow",-90.5742,42.1717,820,2019-01,2019,1,3.05,17.7
"Jackson, Iow",-90.5742,42.1717,820,2019-02,2019,2,3.89,17.5
"Jackson, Iow",-90.5742,42.1717,820,2019-03,2019,3,1.89,31.2
"Jackson, Iow",-90.5742,42.1717,820,2019-04,2019,4,5.21,47.3
"Jackson, Iow",-90.5742,42.1717,820,2019-05,2019,5,5.44,56.6
"Jackson, Iow",-90.5742,42.1717,820,2019-06,2019,6,3.76,68.3
"Jackson, Iow",-90.5742,42.1717,820,2019-07,2019,7,2.35,75.9
"Jackson, Iow",-90.5742,42.1717,820,2019-08,2019,8,3.78,69.1
"Jackson, Iow",-90.5742,42.1717,820,2019-09,2019,9,7.66,66.8
"Jackson, Iow",-90.5742,42.1717,820,2019-10,2019,10,4.33,48
"Jackson, Iow",-90.5742,42.1717,820,2019-11,2019,11,1.91,31.1
"Jackson, Iow",-90.5742,42.1717,820,2019-12,2019,12,1.11,30.9
"Jasper, Iowa",-93.0537,41.686,896,1997-01,1997,1,0.9,16.1
"Jasper, Iowa",-93.0537,41.686,896,1997-02,1997,2,1.38,27.4
"Jasper, Iowa",-93.0537,41.686,896,1997-03,1997,3,1.36,39.3
"Jasper, Iowa",-93.0537,41.686,896,1997-04,1997,4,2.17,46.9
"Jasper, Iowa",-93.0537,41.686,896,1997-05,1997,5,5.66,56.2
"Jasper, Iowa",-93.0537,41.686,896,1997-06,1997,6,5.05,71.6
"Jasper, Iowa",-93.0537,41.686,896,1997-07,1997,7,3.01,74.6
"Jasper, Iowa",-93.0537,41.686,896,1997-08,1997,8,3.13,70.1
"Jasper, Iowa",-93.0537,41.686,896,1997-09,1997,9,2.88,65
"Jasper, Iowa",-93.0537,41.686,896,1997-10,1997,10,5.37,51.2
"Jasper, Iowa",-93.0537,41.686,896,1997-11,1997,11,1.15,33.7
"Jasper, Iowa",-93.0537,41.686,896,1997-12,1997,12,1.16,27.8
"Jasper, Iowa",-93.0537,41.686,896,1998-01,1998,1,1.02,24.9
"Jasper, Iowa",-93.0537,41.686,896,1998-02,1998,2,2.38,36.1
"Jasper, Iowa",-93.0537,41.686,896,1998-03,1998,3,3.73,33.7
"Jasper, Iowa",-93.0537,41.686,896,1998-04,1998,4,2.62,51.3
"Jasper, Iowa",-93.0537,41.686,896,1998-05,1998,5,6.15,66.9
"Jasper, Iowa",-93.0537,41.686,896,1998-06,1998,6,7.12,67.9
"Jasper, Iowa",-93.0537,41.686,896,1998-07,1998,7,3.35,75
"Jasper, Iowa",-93.0537,41.686,896,1998-08,1998,8,4.19,75.2
"Jasper, Iowa",-93.0537,41.686,896,1998-09,1998,9,1.13,69.2
"Jasper, Iowa",-93.0537,41.686,896,1998-10,1998,10,4.54,55.6
"Jasper, Iowa",-93.0537,41.686,896,1998-11,1998,11,1.18,41.9
"Jasper, Iowa",-93.0537,41.686,896,1998-12,1998,12,0.24,30.6
"Jasper, Iowa",-93.0537,41.686,896,1999-01,1999,1,1.31,17.2
"Jasper, Iowa",-93.0537,41.686,896,1999-02,1999,2,0.62,34.3
"Jasper, Iowa",-93.0537,41.686,896,1999-03,1999,3,0.6,36.5
"Jasper, Iowa",-93.0537,41.686,896,1999-04,1999,4,4.33,50.6
"Jasper, Iowa",-93.0537,41.686,896,1999-05,1999,5,4.56,61.1
"Jasper, Iowa",-93.0537,41.686,896,1999-06,1999,6,3.99,68.8
"Jasper, Iowa",-93.0537,41.686,896,1999-07,1999,7,3.8,78.4
"Jasper, Iowa",-93.0537,41.686,896,1999-08,1999,8,5.17,71
"Jasper, Iowa",-93.0537,41.686,896,1999-09,1999,9,1.57,61.5
"Jasper, Iowa",-93.0537,41.686,896,1999-10,1999,10,0.37,51.5
"Jasper, Iowa",-93.0537,41.686,896,1999-11,1999,11,1.07,45.8
"Jasper, Iowa",-93.0537,41.686,896,1999-12,1999,12,0.29,28
"Jasper, Iowa",-93.0537,41.686,896,2000-01,2000,1,0.53,23.5
"Jasper, Iowa",-93.0537,41.686,896,2000-02,2000,2,0.87,34
"Jasper, Iowa",-93.0537,41.686,896,2000-03,2000,3,0.73,43.8
"Jasper, Iowa",-93.0537,41.686,896,2000-04,2000,4,1.93,50.6
"Jasper, Iowa",-93.0537,41.686,896,2000-05,2000,5,5.43,64.2
"Jasper, Iowa",-93.0537,41.686,896,2000-06,2000,6,7.01,69.7
"Jasper, Iowa",-93.0537,41.686,896,2000-07,2000,7,3.06,73.2
"Jasper, Iowa",-93.0537,41.686,896,2000-08,2000,8,2.51,74.3
"Jasper, Iowa",-93.0537,41.686,896,2000-09,2000,9,1.39,66.4
"Jasper, Iowa",-93.0537,41.686,896,2000-10,2000,10,0.92,56.2
"Jasper, Iowa",-93.0537,41.686,896,2000-11,2000,11,1.92,33.5
"Jasper, Iowa",-93.0537,41.686,896,2000-12,2000,12,1.46,10.6
"Jasper, Iowa",-93.0537,41.686,896,2001-01,2001,1,1.33,20.9
"Jasper, Iowa",-93.0537,41.686,896,2001-02,2001,2,2.16,18.7
"Jasper, Iowa",-93.0537,41.686,896,2001-03,2001,3,1.09,29.8
"Jasper, Iowa",-93.0537,41.686,896,2001-04,2001,4,2.68,53.7
"Jasper, Iowa",-93.0537,41.686,896,2001-05,2001,5,5.24,61.6
"Jasper, Iowa",-93.0537,41.686,896,2001-06,2001,6,4.41,68.3
"Jasper, Iowa",-93.0537,41.686,896,2001-07,2001,7,1.1,76.2
"Jasper, Iowa",-93.0537,41.686,896,2001-08,2001,8,5.28,73.3
"Jasper, Iowa",-93.0537,41.686,896,2001-09,2001,9,3.22,61.7
"Jasper, Iowa",-93.0537,41.686,896,2001-10,2001,10,2.61,50.6
"Jasper, Iowa",-93.0537,41.686,896,2001-11,2001,11,0.78,48.9
"Jasper, Iowa",-93.0537,41.686,896,2001-12,2001,12,0.76,32.2
"Jasper, Iowa",-93.0537,41.686,896,2002-01,2002,1,0.27,30.7
"Jasper, Iowa",-93.0537,41.686,896,2002-02,2002,2,0.68,31
"Jasper, Iowa",-93.0537,41.686,896,2002-03,2002,3,1.09,33
"Jasper, Iowa",-93.0537,41.686,896,2002-04,2002,4,4.02,48.7
"Jasper, Iowa",-93.0537,41.686,896,2002-05,2002,5,3.29,57.9
"Jasper, Iowa",-93.0537,41.686,896,2002-06,2002,6,4.51,73.1
"Jasper, Iowa",-93.0537,41.686,896,2002-07,2002,7,5.42,76.9
"Jasper, Iowa",-93.0537,41.686,896,2002-08,2002,8,4.29,70.8
"Jasper, Iowa",-93.0537,41.686,896,2002-09,2002,9,1.98,66.3
"Jasper, Iowa",-93.0537,41.686,896,2002-10,2002,10,3.95,47.9
"Jasper, Iowa",-93.0537,41.686,896,2002-11,2002,11,0.18,35.3
"Jasper, Iowa",-93.0537,41.686,896,2002-12,2002,12,0.13,29.5
"Jasper, Iowa",-93.0537,41.686,896,2003-01,2003,1,0.37,19.4
"Jasper, Iowa",-93.0537,41.686,896,2003-02,2003,2,0.57,21
"Jasper, Iowa",-93.0537,41.686,896,2003-03,2003,3,0.6,35.2
"Jasper, Iowa",-93.0537,41.686,896,2003-04,2003,4,3.46,51.2
"Jasper, Iowa",-93.0537,41.686,896,2003-05,2003,5,5.9,59
"Jasper, Iowa",-93.0537,41.686,896,2003-06,2003,6,5.02,67.8
"Jasper, Iowa",-93.0537,41.686,896,2003-07,2003,7,4.27,73.9
"Jasper, Iowa",-93.0537,41.686,896,2003-08,2003,8,0.09,75.4
"Jasper, Iowa",-93.0537,41.686,896,2003-09,2003,9,4.32,61.6
"Jasper, Iowa",-93.0537,41.686,896,2003-10,2003,10,1.58,53.2
"Jasper, Iowa",-93.0537,41.686,896,2003-11,2003,11,5.82,37.2
"Jasper, Iowa",-93.0537,41.686,896,2003-12,2003,12,1,31.2
"Jasper, Iowa",-93.0537,41.686,896,2004-01,2004,1,0.75,18
"Jasper, Iowa",-93.0537,41.686,896,2004-02,2004,2,1.36,24.7
"Jasper, Iowa",-93.0537,41.686,896,2004-03,2004,3,3.51,42
"Jasper, Iowa",-93.0537,41.686,896,2004-04,2004,4,2.79,51.4
"Jasper, Iowa",-93.0537,41.686,896,2004-05,2004,5,5.82,61.7
"Jasper, Iowa",-93.0537,41.686,896,2004-06,2004,6,2.3,67.8
"Jasper, Iowa",-93.0537,41.686,896,2004-07,2004,7,4.8,71.3
"Jasper, Iowa",-93.0537,41.686,896,2004-08,2004,8,4.07,65.6
"Jasper, Iowa",-93.0537,41.686,896,2004-09,2004,9,0.71,66.9
"Jasper, Iowa",-93.0537,41.686,896,2004-10,2004,10,1.73,52.1
"Jasper, Iowa",-93.0537,41.686,896,2004-11,2004,11,2.47,41.4
"Jasper, Iowa",-93.0537,41.686,896,2004-12,2004,12,0.71,27
"Jasper, Iowa",-93.0537,41.686,896,2005-01,2005,1,0.99,20.1
"Jasper, Iowa",-93.0537,41.686,896,2005-02,2005,2,1.72,31.7
"Jasper, Iowa",-93.0537,41.686,896,2005-03,2005,3,1.32,36.2
"Jasper, Iowa",-93.0537,41.686,896,2005-04,2005,4,3.65,53.9
"Jasper, Iowa",-93.0537,41.686,896,2005-05,2005,5,3.89,58.3
"Jasper, Iowa",-93.0537,41.686,896,2005-06,2005,6,4.48,73.6
"Jasper, Iowa",-93.0537,41.686,896,2005-07,2005,7,4.44,75
"Jasper, Iowa",-93.0537,41.686,896,2005-08,2005,8,2.4,72.1
"Jasper, Iowa",-93.0537,41.686,896,2005-09,2005,9,1.93,68.2
"Jasper, Iowa",-93.0537,41.686,896,2005-10,2005,10,0.88,53.4
"Jasper, Iowa",-93.0537,41.686,896,2005-11,2005,11,1.57,40.1
"Jasper, Iowa",-93.0537,41.686,896,2005-12,2005,12,1,20.2
"Jasper, Iowa",-93.0537,41.686,896,2006-01,2006,1,0.71,32.8
"Jasper, Iowa",-93.0537,41.686,896,2006-02,2006,2,0.16,25.4
"Jasper, Iowa",-93.0537,41.686,896,2006-03,2006,3,4.02,37
"Jasper, Iowa",-93.0537,41.686,896,2006-04,2006,4,3.18,53.9
"Jasper, Iowa",-93.0537,41.686,896,2006-05,2006,5,2.29,60.5
"Jasper, Iowa",-93.0537,41.686,896,2006-06,2006,6,1,70.6
"Jasper, Iowa",-93.0537,41.686,896,2006-07,2006,7,4.46,76.9
"Jasper, Iowa",-93.0537,41.686,896,2006-08,2006,8,6.92,73.2
"Jasper, Iowa",-93.0537,41.686,896,2006-09,2006,9,3.75,61.1
"Jasper, Iowa",-93.0537,41.686,896,2006-10,2006,10,1.57,48.7
"Jasper, Iowa",-93.0537,41.686,896,2006-11,2006,11,2.98,40.4
"Jasper, Iowa",-93.0537,41.686,896,2006-12,2006,12,1.53,32.4
"Jasper, Iowa",-93.0537,41.686,896,2007-01,2007,1,0.65,23.1
"Jasper, Iowa",-93.0537,41.686,896,2007-02,2007,2,1.87,16.1
"Jasper, Iowa",-93.0537,41.686,896,2007-03,2007,3,2.04,42.7
"Jasper, Iowa",-93.0537,41.686,896,2007-04,2007,4,4.73,46.7
"Jasper, Iowa",-93.0537,41.686,896,2007-05,2007,5,4.36,65.4
"Jasper, Iowa",-93.0537,41.686,896,2007-06,2007,6,2.54,71.2
"Jasper, Iowa",-93.0537,41.686,896,2007-07,2007,7,3.34,74.5
"Jasper, Iowa",-93.0537,41.686,896,2007-08,2007,8,8.36,75.5
"Jasper, Iowa",-93.0537,41.686,896,2007-09,2007,9,4.27,65.1
"Jasper, Iowa",-93.0537,41.686,896,2007-10,2007,10,6.01,56.3
"Jasper, Iowa",-93.0537,41.686,896,2007-11,2007,11,0.22,38
"Jasper, Iowa",-93.0537,41.686,896,2007-12,2007,12,2.69,20.8
"Jasper, Iowa",-93.0537,41.686,896,2008-01,2008,1,0.59,16.7
"Jasper, Iowa",-93.0537,41.686,896,2008-02,2008,2,2.55,17.9
"Jasper, Iowa",-93.0537,41.686,896,2008-03,2008,3,0.88,33.7
"Jasper, Iowa",-93.0537,41.686,896,2008-04,2008,4,7,46.3
"Jasper, Iowa",-93.0537,41.686,896,2008-05,2008,5,5.03,59.2
"Jasper, Iowa",-93.0537,41.686,896,2008-06,2008,6,7.46,71.4
"Jasper, Iowa",-93.0537,41.686,896,2008-07,2008,7,6.62,73.8
"Jasper, Iowa",-93.0537,41.686,896,2008-08,2008,8,1.64,70.8
"Jasper, Iowa",-93.0537,41.686,896,2008-09,2008,9,4.01,65
"Jasper, Iowa",-93.0537,41.686,896,2008-10,2008,10,1.98,52.9
"Jasper, Iowa",-93.0537,41.686,896,2008-11,2008,11,2.16,39.1
"Jasper, Iowa",-93.0537,41.686,896,2008-12,2008,12,1.45,20.2
"Jasper, Iowa",-93.0537,41.686,896,2009-01,2009,1,0.85,14.3
"Jasper, Iowa",-93.0537,41.686,896,2009-02,2009,2,0.52,28.3
"Jasper, Iowa",-93.0537,41.686,896,2009-03,2009,3,4.62,39.3
"Jasper, Iowa",-93.0537,41.686,896,2009-04,2009,4,4.44,48.5
"Jasper, Iowa",-93.0537,41.686,896,2009-05,2009,5,2.98,61.6
"Jasper, Iowa",-93.0537,41.686,896,2009-06,2009,6,6.81,71
"Jasper, Iowa",-93.0537,41.686,896,2009-07,2009,7,2.18,70.1
"Jasper, Iowa",-93.0537,41.686,896,2009-08,2009,8,8.04,70.7
"Jasper, Iowa",-93.0537,41.686,896,2009-09,2009,9,2.87,64.4
"Jasper, Iowa",-93.0537,41.686,896,2009-10,2009,10,5.44,46.4
"Jasper, Iowa",-93.0537,41.686,896,2009-11,2009,11,1.05,45.2
"Jasper, Iowa",-93.0537,41.686,896,2009-12,2009,12,2.29,23.3
"Jasper, Iowa",-93.0537,41.686,896,2010-01,2010,1,1.76,14.3
"Jasper, Iowa",-93.0537,41.686,896,2010-02,2010,2,0.74,16.8
"Jasper, Iowa",-93.0537,41.686,896,2010-03,2010,3,1.31,38.3
"Jasper, Iowa",-93.0537,41.686,896,2010-04,2010,4,5.02,56.3
"Jasper, Iowa",-93.0537,41.686,896,2010-05,2010,5,4.61,62.4
"Jasper, Iowa",-93.0537,41.686,896,2010-06,2010,6,13.71,72.4
"Jasper, Iowa",-93.0537,41.686,896,2010-07,2010,7,9.31,76.6
"Jasper, Iowa",-93.0537,41.686,896,2010-08,2010,8,10.47,75.6
"Jasper, Iowa",-93.0537,41.686,896,2010-09,2010,9,9.04,65.6
"Jasper, Iowa",-93.0537,41.686,896,2010-10,2010,10,0.46,55
"Jasper, Iowa",-93.0537,41.686,896,2010-11,2010,11,1.44,39.2
"Jasper, Iowa",-93.0537,41.686,896,2010-12,2010,12,0.61,20.9
"Jasper, Iowa",-93.0537,41.686,896,2011-01,2011,1,0.55,15.3
"Jasper, Iowa",-93.0537,41.686,896,2011-02,2011,2,0.78,24
"Jasper, Iowa",-93.0537,41.686,896,2011-03,2011,3,1.43,35.6
"Jasper, Iowa",-93.0537,41.686,896,2011-04,2011,4,3.6,47.7
"Jasper, Iowa",-93.0537,41.686,896,2011-05,2011,5,5.94,60.3
"Jasper, Iowa",-93.0537,41.686,896,2011-06,2011,6,7.29,72.9
"Jasper, Iowa",-93.0537,41.686,896,2011-07,2011,7,2.12,82
"Jasper, Iowa",-93.0537,41.686,896,2011-08,2011,8,1.76,76
"Jasper, Iowa",-93.0537,41.686,896,2011-09,2011,9,1.3,64
"Jasper, Iowa",-93.0537,41.686,896,2011-10,2011,10,0.44,56.7
"Jasper, Iowa",-93.0537,41.686,896,2011-11,2011,11,2.65,41.1
"Jasper, Iowa",-93.0537,41.686,896,2011-12,2011,12,2.64,30.2
"Jasper, Iowa",-93.0537,41.686,896,2012-01,2012,1,0.39,27.9
"Jasper, Iowa",-93.0537,41.686,896,2012-02,2012,2,1.39,30.4
"Jasper, Iowa",-93.0537,41.686,896,2012-03,2012,3,2.54,52
"Jasper, Iowa",-93.0537,41.686,896,2012-04,2012,4,3.5,53
"Jasper, Iowa",-93.0537,41.686,896,2012-05,2012,5,1.81,66.3
"Jasper, Iowa",-93.0537,41.686,896,2012-06,2012,6,3.26,72
"Jasper, Iowa",-93.0537,41.686,896,2012-07,2012,7,0.53,80.6
"Jasper, Iowa",-93.0537,41.686,896,2012-08,2012,8,2.58,71.8
"Jasper, Iowa",-93.0537,41.686,896,2012-09,2012,9,1.64,63.2
"Jasper, Iowa",-93.0537,41.686,896,2012-10,2012,10,5.13,50.4
"Jasper, Iowa",-93.0537,41.686,896,2012-11,2012,11,1.16,40.1
"Jasper, Iowa",-93.0537,41.686,896,2012-12,2012,12,1.44,29
"Jasper, Iowa",-93.0537,41.686,896,2013-01,2013,1,1.18,23.1
"Jasper, Iowa",-93.0537,41.686,896,2013-02,2013,2,1.34,24.8
"Jasper, Iowa",-93.0537,41.686,896,2013-03,2013,3,2.31,29.5
"Jasper, Iowa",-93.0537,41.686,896,2013-04,2013,4,5.79,44.9
"Jasper, Iowa",-93.0537,41.686,896,2013-05,2013,5,11,60.3
"Jasper, Iowa",-93.0537,41.686,896,2013-06,2013,6,4.15,70.3
"Jasper, Iowa",-93.0537,41.686,896,2013-07,2013,7,0.65,72.6
"Jasper, Iowa",-93.0537,41.686,896,2013-08,2013,8,0.93,73.1
"Jasper, Iowa",-93.0537,41.686,896,2013-09,2013,9,1.6,68.1
"Jasper, Iowa",-93.0537,41.686,896,2013-10,2013,10,2.25,51.6
"Jasper, Iowa",-93.0537,41.686,896,2013-11,2013,11,2.05,34.5
"Jasper, Iowa",-93.0537,41.686,896,2013-12,2013,12,0.61,18.9
"Jasper, Iowa",-93.0537,41.686,896,2014-01,2014,1,0.25,15.2
"Jasper, Iowa",-93.0537,41.686,896,2014-02,2014,2,1.82,13.7
"Jasper, Iowa",-93.0537,41.686,896,2014-03,2014,3,0.55,30.6
"Jasper, Iowa",-93.0537,41.686,896,2014-04,2014,4,6.12,48.4
"Jasper, Iowa",-93.0537,41.686,896,2014-05,2014,5,4.06,60.9
"Jasper, Iowa",-93.0537,41.686,896,2014-06,2014,6,7.74,71
"Jasper, Iowa",-93.0537,41.686,896,2014-07,2014,7,4.42,69.9
"Jasper, Iowa",-93.0537,41.686,896,2014-08,2014,8,5.52,72.1
"Jasper, Iowa",-93.0537,41.686,896,2014-09,2014,9,5.36,62.8
"Jasper, Iowa",-93.0537,41.686,896,2014-10,2014,10,3.36,52.2
"Jasper, Iowa",-93.0537,41.686,896,2014-11,2014,11,1.02,30.5
"Jasper, Iowa",-93.0537,41.686,896,2014-12,2014,12,0.93,29.5
"Jasper, Iowa",-93.0537,41.686,896,2015-01,2015,1,0.58,22.4
"Jasper, Iowa",-93.0537,41.686,896,2015-02,2015,2,1.08,14.8
"Jasper, Iowa",-93.0537,41.686,896,2015-03,2015,3,0.4,37.8
"Jasper, Iowa",-93.0537,41.686,896,2015-04,2015,4,2.56,52.4
"Jasper, Iowa",-93.0537,41.686,896,2015-05,2015,5,2.92,61.3
"Jasper, Iowa",-93.0537,41.686,896,2015-06,2015,6,8.03,70.1
"Jasper, Iowa",-93.0537,41.686,896,2015-07,2015,7,5.56,73
"Jasper, Iowa",-93.0537,41.686,896,2015-08,2015,8,6.13,69.7
"Jasper, Iowa",-93.0537,41.686,896,2015-09,2015,9,4.31,69.6
"Jasper, Iowa",-93.0537,41.686,896,2015-10,2015,10,1.89,53.9
"Jasper, Iowa",-93.0537,41.686,896,2015-11,2015,11,3,43.4
"Jasper, Iowa",-93.0537,41.686,896,2015-12,2015,12,4.67,35.2
"Jasper, Iowa",-93.0537,41.686,896,2016-01,2016,1,0.47,20.3
"Jasper, Iowa",-93.0537,41.686,896,2016-02,2016,2,0.5,29.2
"Jasper, Iowa",-93.0537,41.686,896,2016-03,2016,3,2.33,43
"Jasper, Iowa",-93.0537,41.686,896,2016-04,2016,4,2.18,51.1
"Jasper, Iowa",-93.0537,41.686,896,2016-05,2016,5,3.95,60.3
"Jasper, Iowa",-93.0537,41.686,896,2016-06,2016,6,2.4,74.1
"Jasper, Iowa",-93.0537,41.686,896,2016-07,2016,7,5.01,73.7
"Jasper, Iowa",-93.0537,41.686,896,2016-08,2016,8,5.37,73.4
"Jasper, Iowa",-93.0537,41.686,896,2016-09,2016,9,5.16,68.8
"Jasper, Iowa",-93.0537,41.686,896,2016-10,2016,10,1.07,56.6
"Jasper, Iowa",-93.0537,41.686,896,2016-11,2016,11,1.23,46.5
"Jasper, Iowa",-93.0537,41.686,896,2016-12,2016,12,1.91,24.6
"Jasper, Iowa",-93.0537,41.686,896,2017-01,2017,1,1.57,25.4
